"Timestamp";"DateTime";"Temperature";"CO2";"Humidity";"Noise";"Pressure"
1520649718;"2018-03-09 20:41:58";23.7;445;41;47;806.1
1520650022;"2018-03-09 20:47:02";23.7;459;41;36;806.2
1520650325;"2018-03-09 20:52:05";23.7;453;41;36;806.2
1520650630;"2018-03-09 20:57:10";23.6;452;41;35;806.3
1520650930;"2018-03-09 21:02:10";23.6;451;41;35;806.3
1520651234;"2018-03-09 21:07:14";23.6;450;41;35;806.3
1520651538;"2018-03-09 21:12:18";23.6;445;41;35;806.4
1520651841;"2018-03-09 21:17:21";23.6;444;42;36;806.4
1520652145;"2018-03-09 21:22:25";23.6;432;42;35;806.4
1520652449;"2018-03-09 21:27:29";23.6;430;42;36;806.4
1520652749;"2018-03-09 21:32:29";23.5;424;42;36;806.5
1520653053;"2018-03-09 21:37:33";23.5;417;43;35;806.5
1520653358;"2018-03-09 21:42:38";23.5;422;43;35;806.5
1520653662;"2018-03-09 21:47:42";23.4;421;43;35;806.5
1520653962;"2018-03-09 21:52:42";23.4;413;43;35;806.6
1520654266;"2018-03-09 21:57:46";23.4;422;43;39;806.6
1520654570;"2018-03-09 22:02:50";23.4;438;42;42;806.7
1520654874;"2018-03-09 22:07:54";23.3;448;42;41;806.7
1520655174;"2018-03-09 22:12:54";23.3;452;42;38;806.7
1520655478;"2018-03-09 22:17:58";23.3;457;42;36;806.6
1520655780;"2018-03-09 22:23:00";23.3;442;42;38;806.6
1520656085;"2018-03-09 22:28:05";23.2;447;43;35;806.6
1520656386;"2018-03-09 22:33:06";23.2;439;43;35;806.6
1520656689;"2018-03-09 22:38:09";23.2;438;43;35;806.7
1520656993;"2018-03-09 22:43:13";23.2;436;43;36;806.7
1520657293;"2018-03-09 22:48:13";23.2;438;43;35;806.8
1520657594;"2018-03-09 22:53:14";23.2;434;43;38;806.7
1520657898;"2018-03-09 22:58:18";23.1;427;43;45;806.7
1520658202;"2018-03-09 23:03:22";23.1;426;43;43;806.6
1520658506;"2018-03-09 23:08:26";23.1;424;43;41;806.7
1520658809;"2018-03-09 23:13:29";23.1;421;43;42;806.7
1520659113;"2018-03-09 23:18:33";23;413;43;35;806.7
1520659418;"2018-03-09 23:23:38";23;412;43;35;806.7
1520659722;"2018-03-09 23:28:42";23;406;43;35;806.7
1520660026;"2018-03-09 23:33:46";23;397;43;35;806.7
1520660330;"2018-03-09 23:38:50";22.9;397;43;35;806.6
1520660630;"2018-03-09 23:43:50";22.9;388;43;35;806.6
1520660934;"2018-03-09 23:48:54";22.9;421;43;35;806.7
1520661233;"2018-03-09 23:53:53";22.9;433;43;35;806.6
1520661537;"2018-03-09 23:58:57";22.8;424;43;35;806.6
1520661842;"2018-03-10 00:04:02";22.8;426;42;35;806.5
1520662146;"2018-03-10 00:09:06";22.7;425;43;35;806.4
1520662449;"2018-03-10 00:14:09";22.7;417;42;35;806.4
1520662753;"2018-03-10 00:19:13";22.7;426;42;35;806.4
1520663058;"2018-03-10 00:24:18";22.6;420;42;35;806.4
1520663362;"2018-03-10 00:29:22";22.6;416;42;35;806.4
1520663665;"2018-03-10 00:34:25";22.6;414;42;35;806.5
1520663969;"2018-03-10 00:39:29";22.5;413;42;35;806.5
1520664274;"2018-03-10 00:44:34";22.5;415;42;35;806.4
1520664578;"2018-03-10 00:49:38";22.5;416;42;35;806.5
1520664881;"2018-03-10 00:54:41";22.5;416;42;35;806.5
1520665185;"2018-03-10 00:59:45";22.4;412;42;35;806.6
1520665485;"2018-03-10 01:04:45";22.4;407;42;35;806.6
1520665789;"2018-03-10 01:09:49";22.3;399;42;35;806.6
1520666092;"2018-03-10 01:14:52";22.3;401;42;35;806.5
1520666396;"2018-03-10 01:19:56";22.3;404;42;35;806.4
1520666699;"2018-03-10 01:24:59";22.3;402;42;35;806.3
1520667003;"2018-03-10 01:30:03";22.2;395;42;35;806.2
1520667308;"2018-03-10 01:35:08";22.2;405;42;35;806.1
1520667612;"2018-03-10 01:40:12";22.1;399;42;35;806.1
1520667911;"2018-03-10 01:45:11";22.1;395;42;35;806.1
1520668215;"2018-03-10 01:50:15";22.1;445;42;35;806
1520668519;"2018-03-10 01:55:19";22.1;430;42;35;806
1520668823;"2018-03-10 02:00:23";22;433;42;35;805.9
1520669127;"2018-03-10 02:05:27";22;425;42;35;806
1520669431;"2018-03-10 02:10:31";22;436;42;35;806
1520669736;"2018-03-10 02:15:36";21.9;425;42;35;806.1
1520670040;"2018-03-10 02:20:40";21.9;419;42;35;806
1520670343;"2018-03-10 02:25:43";21.9;422;42;35;806.1
1520670647;"2018-03-10 02:30:47";21.8;420;42;35;806.1
1520670950;"2018-03-10 02:35:50";21.8;421;42;35;806.2
1520671254;"2018-03-10 02:40:54";21.8;448;42;35;806.2
1520671557;"2018-03-10 02:45:57";21.7;443;42;35;806.2
1520671861;"2018-03-10 02:51:01";21.7;461;42;35;806.1
1520672161;"2018-03-10 02:56:01";21.7;448;42;35;806.1
1520672465;"2018-03-10 03:01:05";21.7;446;42;35;806.1
1520672769;"2018-03-10 03:06:09";21.7;451;42;35;806
1520673073;"2018-03-10 03:11:13";21.6;449;42;35;805.9
1520673377;"2018-03-10 03:16:17";21.6;455;42;35;805.9
1520673681;"2018-03-10 03:21:21";21.6;375;42;35;806
1520673986;"2018-03-10 03:26:26";21.6;397;42;35;806
1520674290;"2018-03-10 03:31:30";21.5;419;42;35;805.9
1520674593;"2018-03-10 03:36:33";21.5;420;42;35;806
1520674896;"2018-03-10 03:41:36";21.5;416;42;35;806
1520675201;"2018-03-10 03:46:41";21.5;411;42;35;805.9
1520675505;"2018-03-10 03:51:45";21.4;418;42;35;806
1520675809;"2018-03-10 03:56:49";21.4;420;42;35;806
1520676112;"2018-03-10 04:01:52";21.4;416;42;35;806
1520676412;"2018-03-10 04:06:52";21.3;410;42;35;805.9
1520676716;"2018-03-10 04:11:56";21.3;411;42;35;805.9
1520677019;"2018-03-10 04:16:59";21.3;417;42;35;805.8
1520677323;"2018-03-10 04:22:03";21.2;408;42;35;805.8
1520677626;"2018-03-10 04:27:06";21.2;408;42;35;805.7
1520677929;"2018-03-10 04:32:09";21.2;413;42;35;805.6
1520678233;"2018-03-10 04:37:13";21.2;410;42;35;805.7
1520678537;"2018-03-10 04:42:17";21.1;406;42;35;805.8
1520678842;"2018-03-10 04:47:22";21.1;404;42;35;805.7
1520679146;"2018-03-10 04:52:26";21.1;403;42;35;805.8
1520679448;"2018-03-10 04:57:28";21.1;404;42;35;805.9
1520679753;"2018-03-10 05:02:33";21;396;42;35;806
1520680058;"2018-03-10 05:07:38";21;404;42;35;806.1
1520680362;"2018-03-10 05:12:42";21;407;43;35;806.2
1520680664;"2018-03-10 05:17:44";20.9;409;43;35;806.3
1520680968;"2018-03-10 05:22:48";20.9;393;43;35;806.3
1520681273;"2018-03-10 05:27:53";20.9;400;43;35;806.4
1520681576;"2018-03-10 05:32:56";20.8;403;43;35;806.4
1520681878;"2018-03-10 05:37:58";20.8;411;43;35;806.5
1520682182;"2018-03-10 05:43:02";20.8;394;43;35;806.5
1520682486;"2018-03-10 05:48:06";20.8;396;43;35;806.6
1520682790;"2018-03-10 05:53:10";20.7;426;43;35;806.6
1520683094;"2018-03-10 05:58:14";20.7;433;43;35;806.6
1520683397;"2018-03-10 06:03:17";20.7;436;43;35;806.6
1520683700;"2018-03-10 06:08:20";20.7;437;43;35;806.6
1520684004;"2018-03-10 06:13:24";20.7;434;43;35;806.6
1520684307;"2018-03-10 06:18:27";20.7;439;43;35;806.6
1520684611;"2018-03-10 06:23:31";20.6;433;43;35;806.5
1520684915;"2018-03-10 06:28:35";20.6;431;43;35;806.6
1520685219;"2018-03-10 06:33:39";20.6;432;43;35;806.7
1520685523;"2018-03-10 06:38:43";20.6;435;43;35;806.7
1520685827;"2018-03-10 06:43:47";20.5;428;43;35;806.8
1520686130;"2018-03-10 06:48:50";20.5;430;43;35;806.8
1520686433;"2018-03-10 06:53:53";20.5;431;43;35;806.8
1520686737;"2018-03-10 06:58:57";20.5;429;43;35;806.8
1520687041;"2018-03-10 07:04:01";20.4;422;43;35;806.9
1520687344;"2018-03-10 07:09:04";20.4;417;43;35;807
1520687648;"2018-03-10 07:14:08";20.4;429;43;35;807
1520687951;"2018-03-10 07:19:11";20.4;417;43;35;807.1
1520688255;"2018-03-10 07:24:15";20.3;419;43;35;807.1
1520688558;"2018-03-10 07:29:18";20.3;420;43;35;807.1
1520688862;"2018-03-10 07:34:22";20.3;424;43;35;807.2
1520689166;"2018-03-10 07:39:26";20.3;427;43;35;807.2
1520689469;"2018-03-10 07:44:29";20.3;426;43;35;807.2
1520689772;"2018-03-10 07:49:32";20.3;427;43;35;807.2
1520690076;"2018-03-10 07:54:36";20.3;432;43;38;807.3
1520690378;"2018-03-10 07:59:38";20.4;427;43;45;807.3
1520690682;"2018-03-10 08:04:42";20.4;427;43;39;807.3
1520690986;"2018-03-10 08:09:46";20.4;444;43;41;807.3
1520691289;"2018-03-10 08:14:49";20.4;461;43;45;807.4
1520691592;"2018-03-10 08:19:52";20.5;501;43;43;807.5
1520691896;"2018-03-10 08:24:56";20.5;515;43;49;807.5
1520692199;"2018-03-10 08:29:59";20.6;538;44;44;807.5
1520692503;"2018-03-10 08:35:03";20.6;544;44;49;807.6
1520692806;"2018-03-10 08:40:06";20.7;545;44;45;807.7
1520693109;"2018-03-10 08:45:09";20.7;541;44;36;807.8
1520693413;"2018-03-10 08:50:13";20.9;543;44;37;807.8
1520693716;"2018-03-10 08:55:16";20.9;568;44;43;807.9
1520694020;"2018-03-10 09:00:20";21;585;44;43;807.9
1520694324;"2018-03-10 09:05:24";21;582;44;46;807.9
1520694629;"2018-03-10 09:10:29";21.1;587;43;42;807.8
1520694933;"2018-03-10 09:15:33";21.1;561;43;41;807.9
1520695236;"2018-03-10 09:20:36";21.1;526;43;38;807.9
1520695539;"2018-03-10 09:25:39";21;515;43;40;807.9
1520695843;"2018-03-10 09:30:43";21.1;517;43;42;807.9
1520696147;"2018-03-10 09:35:47";21.1;508;43;40;808
1520696450;"2018-03-10 09:40:50";21.2;510;43;41;808
1520696754;"2018-03-10 09:45:54";21.2;512;43;43;808
1520697058;"2018-03-10 09:50:58";21.3;517;43;35;808.1
1520697361;"2018-03-10 09:56:01";21.4;509;43;37;808
1520697666;"2018-03-10 10:01:06";21.5;510;43;35;808
1520697969;"2018-03-10 10:06:09";21.6;509;43;36;807.9
1520698272;"2018-03-10 10:11:12";21.7;569;43;35;807.9
1520698576;"2018-03-10 10:16:16";21.8;552;43;35;807.9
1520698879;"2018-03-10 10:21:19";22;535;43;36;807.8
1520699183;"2018-03-10 10:26:23";22.1;522;42;43;807.8
1520699488;"2018-03-10 10:31:28";22.2;496;42;40;807.7
1520699792;"2018-03-10 10:36:32";22.3;489;42;38;807.8
1520700095;"2018-03-10 10:41:35";22.4;484;42;48;807.7
1520700399;"2018-03-10 10:46:39";22.5;516;42;47;807.6
1520700703;"2018-03-10 10:51:43";22.7;505;42;46;807.7
1520701007;"2018-03-10 10:56:47";22.9;515;41;49;807.7
1520701311;"2018-03-10 11:01:51";23;514;41;51;807.7
1520701615;"2018-03-10 11:06:55";23.1;502;41;45;807.6
1520701918;"2018-03-10 11:11:58";23.2;517;41;47;807.4
1520702222;"2018-03-10 11:17:02";23.3;514;41;47;807.3
1520702526;"2018-03-10 11:22:06";23.5;522;41;46;807.3
1520702830;"2018-03-10 11:27:10";23.6;519;40;37;807.2
1520703131;"2018-03-10 11:32:11";23.7;516;40;42;807.1
1520703434;"2018-03-10 11:37:14";23.8;533;40;43;807.1
1520703734;"2018-03-10 11:42:14";23.9;515;39;42;807
1520704039;"2018-03-10 11:47:19";23.9;515;39;46;806.9
1520704111;"2018-03-10 11:48:31";24;499;39;49;806.9
1520704415;"2018-03-10 11:53:35";24;500;38;41;806.8
1520704719;"2018-03-10 11:58:39";24;495;38;45;806.7
1520705019;"2018-03-10 12:03:39";24.1;501;38;47;806.6
1520705323;"2018-03-10 12:08:43";24.1;494;37;37;806.5
1520705627;"2018-03-10 12:13:47";24.2;490;37;36;806.4
1520705931;"2018-03-10 12:18:51";24.3;496;37;36;806.3
1520706232;"2018-03-10 12:23:52";24.4;499;37;43;806.2
1520706536;"2018-03-10 12:28:56";24.4;505;38;46;806.1
1520706840;"2018-03-10 12:34:00";24.5;509;37;46;805.9
1520707144;"2018-03-10 12:39:04";24.6;504;37;46;805.8
1520707444;"2018-03-10 12:44:04";24.7;504;37;41;805.8
1520707749;"2018-03-10 12:49:09";24.8;506;37;35;805.7
1520708053;"2018-03-10 12:54:13";24.9;504;37;35;805.5
1520708357;"2018-03-10 12:59:17";24.9;508;37;42;805.5
1520708661;"2018-03-10 13:04:21";25;514;37;45;805.4
1520708961;"2018-03-10 13:09:21";25.1;515;37;41;805.3
1520709262;"2018-03-10 13:14:22";25.2;505;37;35;805.2
1520709566;"2018-03-10 13:19:26";25.3;508;37;35;805.1
1520709866;"2018-03-10 13:24:26";25.3;517;37;35;805.1
1520710170;"2018-03-10 13:29:30";25.4;513;37;35;804.9
1520710474;"2018-03-10 13:34:34";25.5;502;37;35;804.8
1520710778;"2018-03-10 13:39:38";25.5;506;37;35;804.7
1520711079;"2018-03-10 13:44:39";25.6;516;37;42;804.6
1520711379;"2018-03-10 13:49:39";25.7;523;37;37;804.6
1520711684;"2018-03-10 13:54:44";25.8;521;36;41;804.5
1520711984;"2018-03-10 13:59:44";25.9;526;36;38;804.5
1520712288;"2018-03-10 14:04:48";26;538;36;42;804.4
1520712588;"2018-03-10 14:09:48";26;526;36;44;804.3
1520712888;"2018-03-10 14:14:48";26.1;534;35;44;804.2
1520713192;"2018-03-10 14:19:52";26.2;538;35;41;804
1520713497;"2018-03-10 14:24:57";26.3;549;35;37;803.9
1520713797;"2018-03-10 14:29:57";26.3;544;35;39;803.8
1520714097;"2018-03-10 14:34:57";26.4;561;35;39;803.7
1520714397;"2018-03-10 14:39:57";26.5;558;35;38;803.7
1520714697;"2018-03-10 14:44:57";26.6;556;35;39;803.6
1520715001;"2018-03-10 14:50:01";26.6;568;35;39;803.5
1520715302;"2018-03-10 14:55:02";26.7;602;35;48;803.4
1520715602;"2018-03-10 15:00:02";26.8;615;35;53;803.3
1520715906;"2018-03-10 15:05:06";26.9;636;35;48;803.3
1520716207;"2018-03-10 15:10:07";27;677;36;53;803.2
1520716506;"2018-03-10 15:15:06";27.1;696;36;57;803.2
1520716810;"2018-03-10 15:20:10";27.1;707;36;52;803
1520717112;"2018-03-10 15:25:12";27.2;700;35;48;803
1520717416;"2018-03-10 15:30:16";27.2;691;35;49;803
1520717720;"2018-03-10 15:35:20";27.2;714;36;49;802.9
1520718020;"2018-03-10 15:40:20";27.2;694;35;51;802.9
1520718321;"2018-03-10 15:45:21";27.3;669;35;47;802.8
1520718625;"2018-03-10 15:50:25";27.3;660;35;48;802.7
1520718925;"2018-03-10 15:55:25";27.3;660;35;37;802.7
1520719226;"2018-03-10 16:00:26";27.2;662;34;38;802.6
1520719530;"2018-03-10 16:05:30";27.2;686;34;51;802.6
1520719830;"2018-03-10 16:10:30";27.2;657;34;44;802.6
1520720134;"2018-03-10 16:15:34";27.2;638;34;49;802.7
1520720435;"2018-03-10 16:20:35";27.1;620;34;48;802.7
1520720735;"2018-03-10 16:25:35";27.1;628;34;50;802.6
1520721035;"2018-03-10 16:30:35";27.1;612;34;47;802.5
1520721339;"2018-03-10 16:35:39";27;615;34;49;802.6
1520721639;"2018-03-10 16:40:39";27;600;34;49;802.6
1520721940;"2018-03-10 16:45:40";26.9;588;34;48;802.6
1520722240;"2018-03-10 16:50:40";26.9;593;34;49;802.6
1520722543;"2018-03-10 16:55:43";26.8;582;35;52;802.6
1520722843;"2018-03-10 17:00:43";26.8;580;35;57;802.6
1520723145;"2018-03-10 17:05:45";26.8;574;35;60;802.6
1520723449;"2018-03-10 17:10:49";26.7;560;35;58;802.7
1520723749;"2018-03-10 17:15:49";26.7;562;35;54;802.7
1520724053;"2018-03-10 17:20:53";26.6;561;35;55;802.8
1520724357;"2018-03-10 17:25:57";26.6;547;35;55;802.8
1520724661;"2018-03-10 17:31:01";26.5;542;35;53;802.8
1520724700;"2018-03-10 17:31:40";26.5;541;35;62;802.8
1520725003;"2018-03-10 17:36:43";26.5;537;35;57;802.8
1520725303;"2018-03-10 17:41:43";26.4;551;35;54;802.9
1520725608;"2018-03-10 17:46:48";26.3;538;35;55;802.9
1520725908;"2018-03-10 17:51:48";26.2;538;35;43;803
1520726207;"2018-03-10 17:56:47";26.2;530;36;47;803
1520726512;"2018-03-10 18:01:52";26.1;517;36;49;803.1
1520726813;"2018-03-10 18:06:53";26;519;36;50;803.1
1520727113;"2018-03-10 18:11:53";25.9;516;35;49;803.1
1520727413;"2018-03-10 18:16:53";25.9;513;36;47;803.1
1520727717;"2018-03-10 18:21:57";25.8;513;36;47;803.1
1520728016;"2018-03-10 18:26:56";25.7;508;36;45;803.2
1520728320;"2018-03-10 18:32:00";25.6;505;36;48;803.3
1520728622;"2018-03-10 18:37:02";25.6;508;36;47;803.4
1520728926;"2018-03-10 18:42:06";25.5;497;36;48;803.6
1520729225;"2018-03-10 18:47:05";25.4;511;36;42;803.6
1520729530;"2018-03-10 18:52:10";25.3;504;36;48;803.6
1520729835;"2018-03-10 18:57:15";25.2;497;36;54;803.6
1520730139;"2018-03-10 19:02:19";25.1;501;36;54;803.6
1520730443;"2018-03-10 19:07:23";25;499;37;37;803.7
1520730744;"2018-03-10 19:12:24";24.9;492;37;39;803.7
1520731044;"2018-03-10 19:17:24";24.9;496;37;40;803.8
1520731344;"2018-03-10 19:22:24";24.8;507;37;38;804
1520731648;"2018-03-10 19:27:28";24.7;498;37;48;804
1520731948;"2018-03-10 19:32:28";24.6;508;37;53;804.1
1520732248;"2018-03-10 19:37:28";24.6;508;37;40;804.2
1520732552;"2018-03-10 19:42:32";24.5;500;37;36;804.3
1520732852;"2018-03-10 19:47:32";24.4;506;38;38;804.3
1520733152;"2018-03-10 19:52:32";24.4;494;38;36;804.4
1520733456;"2018-03-10 19:57:36";24.4;491;38;36;804.5
1520733760;"2018-03-10 20:02:40";24.3;493;38;36;804.5
1520734062;"2018-03-10 20:07:42";24.3;486;38;37;804.6
1520734365;"2018-03-10 20:12:45";24.2;485;38;36;804.6
1520734668;"2018-03-10 20:17:48";24.1;480;38;36;804.7
1520734972;"2018-03-10 20:22:52";24;477;38;36;804.7
1520735276;"2018-03-10 20:27:56";23.9;471;38;40;804.8
1520735577;"2018-03-10 20:32:57";23.8;467;38;36;804.9
1520735882;"2018-03-10 20:38:02";23.7;469;38;37;804.9
1520736186;"2018-03-10 20:43:06";23.6;463;38;38;804.9
1520736489;"2018-03-10 20:48:09";23.5;461;38;36;805
1520736793;"2018-03-10 20:53:13";23.4;461;39;36;805.1
1520737097;"2018-03-10 20:58:17";23.3;465;39;36;805.1
1520737401;"2018-03-10 21:03:21";23.2;458;39;36;805.2
1520737702;"2018-03-10 21:08:22";23.2;468;39;35;805.3
1520738006;"2018-03-10 21:13:26";23;469;39;35;805.3
1520738310;"2018-03-10 21:18:30";22.9;465;40;42;805.3
1520738614;"2018-03-10 21:23:34";23;473;40;42;805.3
1520738914;"2018-03-10 21:28:34";23.2;508;40;39;805.3
1520739217;"2018-03-10 21:33:37";23.3;515;40;37;805.2
1520739523;"2018-03-10 21:38:43";23.4;520;40;36;805.3
1520739827;"2018-03-10 21:43:47";23.4;524;40;35;805.3
1520740131;"2018-03-10 21:48:51";23.5;522;40;35;805.3
1520740435;"2018-03-10 21:53:55";23.5;517;40;40;805.3
1520740734;"2018-03-10 21:58:54";23.6;518;40;45;805.3
1520741034;"2018-03-10 22:03:54";23.6;517;40;38;805.3
1520741338;"2018-03-10 22:08:58";23.6;526;40;42;805.3
1520741642;"2018-03-10 22:14:02";23.6;535;40;35;805.3
1520741946;"2018-03-10 22:19:06";23.6;529;40;35;805.3
1520742250;"2018-03-10 22:24:10";23.6;532;41;35;805.3
1520742554;"2018-03-10 22:29:14";23.6;520;41;36;805.2
1520742858;"2018-03-10 22:34:18";23.6;516;41;35;805.3
1520743159;"2018-03-10 22:39:19";23.6;517;41;35;805.3
1520743464;"2018-03-10 22:44:24";23.5;508;40;35;805.2
1520743768;"2018-03-10 22:49:28";23.5;508;41;35;805.2
1520744072;"2018-03-10 22:54:32";23.5;508;41;35;805.2
1520744375;"2018-03-10 22:59:35";23.5;513;41;35;805.1
1520744679;"2018-03-10 23:04:39";23.4;510;41;35;805.1
1520744980;"2018-03-10 23:09:40";23.4;511;41;35;805.1
1520745284;"2018-03-10 23:14:44";23.4;503;41;35;805.2
1520745587;"2018-03-10 23:19:47";23.4;517;41;35;805.3
1520745892;"2018-03-10 23:24:52";23.4;507;41;35;805.3
1520746197;"2018-03-10 23:29:57";23.4;509;41;35;805.3
1520746501;"2018-03-10 23:35:01";23.3;510;41;35;805.3
1520746800;"2018-03-10 23:40:00";23.3;515;41;35;805.3
1520747100;"2018-03-10 23:45:00";23.3;500;41;35;805.3
1520747401;"2018-03-10 23:50:01";23.3;508;41;35;805.3
1520747705;"2018-03-10 23:55:05";23.2;493;41;35;805.4
